id,source,task_type,text,label,hallucination_type,question,knowledge,prediction,score,error_type,triggered_modules
halueval_hall_2273,HaluEval,qa,The leading actress of Into the Homeland was not actually an American.,1,factual,Into the Homeland starred the actress of what nationaity?,"Into The Homeland is a 1987 made for TV crime drama that aired on HBO on December 26, 1987 directed by Lesli Linka Glatter and starring Powers Boothe, C. Thomas Howell, Paul LeMat and Cindy Pickett.Cindy Pickett (born April 18, 1947) is an American actress.",0,0.0,FN,
halueval_hall_2577,HaluEval,qa,Procopio Franco Hernández competed in the marathon.,1,factual,"Procopio Franco Hernández, competed in the 2004 Summer Olympics and in the 2008 Summer Olympics, for which sport of running on a measured course over an established road (as opposed to track and field and cross country running)?",Procopio Franco Hernández (born 8 July 1970 in Mexico City) is a Mexican former long-distance runner who competed in the 2004 Summer Olympics and in the 2008 Summer Olympics.Road running is the sport of running on a measured course over an established road (as opposed to track and field and cross country running).,0,0.0,FN,
halueval_hall_3022,HaluEval,qa,Julian Schnabel is not Japanese.,1,factual,Who is Japanese  Kinji Fukasaku or Julian Schnabel?,"Julian Schnabel (born October 26, 1951) is an American painter and filmmaker.Kinji Fukasaku (深作 欣二 , Fukasaku Kinji , 3 July 1930 – 12 January 2003) was a Japanese film director and screenwriter.",0,0.0,FN,
halueval_right_5131,HaluEval,qa,Pan Am Flight 103,0,none,"What flight did the United Nations Security Council Resolution 1506 concerning Lockerbie, Scotland consist of?","United Nations Security Council resolution 1506, adopted on 12 September 2003, after recalling resolutions 731 (1992), 748 (1992), 883 (1993) and 1192 (1998) concerning the destruction of Pan Am Flight 103 over Lockerbie, Scotland in 1988 and UTA Flight 772 over Niger in 1989, the Council lifted sanctions against Libya imposed after the country failed to co-operate with investigations into the destruction of the aircraft. Large sections of the aircraft crashed onto residential areas of Lockerbie, Scotland, killing 11 more people on the ground.",1,0.096,FP,temporal
halueval_right_5417,HaluEval,qa,yes,0,none,Erin Wiedner and Monte Hellman are both American film directors?,"Erin Wiedner (born in Mill Valley, California) is an American independent filmmaker, director and cinematographer.Monte Hellman (born July 12, 1932) is an American film director, producer, writer, and editor.",1,0.3,FP,knowledge
halueval_hall_2977,HaluEval,qa,"Bobbi Eden modeled for Club, a monthly American pornographic magazine associated with the United Kingdom.",1,factual,"Dutch pornographic actress ""Bobbi Eden"" modeled for this monthly American pornographic magazine which is a spin-off publication of another magazine from which country?","Bobbi Eden (born Priscilla Hendrikse; 4 January 1980) is a Dutch pornographic actress and international magazine model. She had also modeled for magazines including ""Club, Men Only"", and ""Soho"".Club is a monthly American pornographic magazine which is a spin-off publication of the United Kingdom's ""Club International"".",0,0.0,FN,
halueval_hall_8653,HaluEval,qa,International University of Management is based in the largest city of Namibia.,1,factual,International University of Management is based in the capital of what?,"The International University of Management is a private, state-recognized university based in Windhoek, Namibia with campuses in Swakopmund, Walvis Bay,Ongwediva and Nkurenkuru.Windhoek ( ; Afrikaans: ] ; German: ""   ""; Khoekhoe: ""ǀAiǁgams"" ; Otjiherero: ""Otjomuise"" ) is the capital and largest city of the Republic of Namibia.",0,0.0,FN,
halueval_right_6583,HaluEval,qa,Guia Race of Macau,0,none,What race in china allows speeds up to 260 km/h on 6.2km of streets?,"It is the venue of the prestigious Macau Grand Prix and Guia Race of Macau. However, there are two special features that can rarely be found in other street circuits - variation in altitude (over 30m between highest and lowest point of the circuit) and an ultra long main straight that allows top speed of 260 km/h on F3 cars.The Guia Race of Macau is an international touring car race, and currently a round of the TCR International Series. It is held on the temporary 6.2km Guia Circuit on the streets of Macau, the Special Administrative Region of the People's Republic of China as part of the Macau Grand Prix weekend.",1,0.128,FP,contradiction
halueval_hall_1887,HaluEval,qa,Thomas Arthur Reiter participated in missions with NASA.,1,factual,"Which of the two European Space Agency astronauts, Jean-François Clervoy and Thomas Reiter, has participated in missions with NASA?","Jean-François André Clervoy (born 19 November 1958) is a French engineer and a CNES and ESA astronaut. He is a veteran of three NASA Space Shuttle missions.Thomas Arthur Reiter (born 23 May 1958 in Frankfurt, West Germany) is a retired European astronaut and is a Brigadier General in the German Air Force currently working as ESA Interagency Coordinator and Advisor to the Director General at the European Space Agency (ESA).",0,0.0,FN,
halueval_right_7857,HaluEval,qa,yes,0,none,Are both Do I Sound Gay? and War/Dance documentaries?,"is a 2014 American documentary film by David Thorpe, which explores the existence and accuracy of stereotypes about the speech patterns of gay men, and the ways in which one's degree of conformity to the stereotype can contribute to internalized homophobia.War/Dance is a 2007 American documentary film written and directed by Sean Fine and Andrea Nix Fine and produced by Shine Global's Susan MacLaury, a professor at Kean University, and Albie Hecht.",1,0.3,FP,knowledge
halueval_hall_3232,HaluEval,qa,"The Brit Award for Best British Female was won by Kim Wilde during her ""Love Moves"" album era.",1,factual,"The singer of ""World in Perfect Harmony"" received the Brit Award for Best British Female in what year?","""World in Perfect Harmony"" is the fifth and final single from the ""Love Moves"" album by Kim Wilde, released only in continental Europe. In 1983, she received the Brit Award for Best British Female.",0,0.0,FN,
halueval_right_8967,HaluEval,qa,yes,0,none,"Talinum and Lathraea, are plants?","Talinum is a genus of herbaceous succulent plants in the family Talinaceae (formerly in the family Portulacaceae) whose common names include fameflower and flameflower.Lathraea (toothwort) is a small genus of five to seven species of flowering plants, native to temperate Europe and Asia.",1,0.27,FP,knowledge
halueval_right_7744,HaluEval,qa,yes,0,none,Are both Ride a Wild Pony and A Goofy Movie produced by Walt Disney affiliated companies?,"Ride a Wild Pony is a 1975 American-Australian family adventure film produced by Walt Disney Productions, directed by Don Chaffey and based on the novel ""A Sporting Proposition"" by James Aldridge.A Goofy Movie is a 1995 American animated musical road comedy-drama film, produced by DisneyToon Studios and Walt Disney Television Animation.",1,0.3,FP,knowledge
halueval_right_2718,HaluEval,qa,yes,0,none,Are The Hives and Broder Daniel both from the same country?,"The Hives are a Swedish rock band that rose to prominence in the early 2000s during the garage rock revival.Broder Daniel (Swedish: ""Brother Daniel""), often abbreviated as BD, was an alternative rock band from Gothenburg, Sweden.",1,0.3,FP,knowledge
halueval_hall_659,HaluEval,qa,"The film containing ""Held"" on its soundtrack is not directed by Stephen Frears.",1,factual,"Who was the director of the film which had ""Held"" on its soundtrack?","Held"" was the first single, followed by ""Cold Blooded Old Times"", which later appeared on the ""High Fidelity"" film soundtrack, thereby attracting some attention to Callahan's work.High Fidelity is a 2000 American romantic comedy-drama film directed by Stephen Frears.",0,0.0,FN,
halueval_hall_271,HaluEval,qa,"Joywave certified ""Dangerous"" gold.",1,factual,"What electronic band's  song ""Dangerous"" was certified gold by the RIAA in May 2015?","""Dangerous"" is a song by American electronic music project Big Data, from their debut EP ""1.0"" (2013) and their debut studio album ""2.0"" (2015). Big Data is best known for its single ""Dangerous"", featuring Joywave, which reached number one on the ""Billboard"" Alternative Songs chart in August 2014, and was certified gold by the RIAA in May 2015.",0,0.0,FN,
halueval_hall_400,HaluEval,qa,Nadia Comăneci's husband is Bart Conner.,1,factual,Who was the husband of the first olympic gymnast to be awarded a perfect score of 10.0?,"He currently owns and operates the Bart Conner Gymnastics Academy in Norman, Oklahoma, along with his wife, Romanian Olympic gold medalist Nadia Comăneci.Nadia Elena Comăneci (] ; born November 12, 1961) is a Romanian Olympic gold medalist, who at the age of 14 in the Olympic games during the 1976 Olympics in Montreal, became the first gymnast to be awarded a perfect score of 10.0.",0,0.0,FN,
halueval_hall_6832,HaluEval,qa,"No, only Candleshoe is a Disney film.",1,factual,Are both Candleshoe and Pooh's Heffalump Movie Walt Disney films?,"Candleshoe is a 1977 American family adventure film produced by Walt Disney Productions based on the Michael Innes novel ""Christmas at Candleshoe"" and starring Jodie Foster, David Niven, Helen Hayes in her last big screen appearance and Leo McKern.Pooh's Heffalump Movie is a 2005 American animated film produced by DisneyToon Studios and released by Walt Disney Pictures, featuring characters from A. A. Milne's ""Winnie-the-Pooh"" stories.",0,0.0,FN,
halueval_hall_4950,HaluEval,qa,The UFC president was Forrest Griffin.,1,factual,Who is the president of organization that Forrest Griffin vs. Stephan Bonnar was thought to be one of the greatest fights in history?,"Forrest Griffin vs. Stephan Bonnar is a duo of fights starting in the finals of The Ultimate Fighter 1 contest which received national acclaim, and was highly regarded among fans as one of the most exciting, greatest and memorable fights in the history of not only the Ultimate Fighting Championship (UFC) but of mixed martial arts (MMA) in general. Dana White serves as the president of the UFC.",0,0.0,FN,
halueval_hall_7402,HaluEval,qa,Canberra Outlet Centre is a manufacturer-branded outlet store.,1,factual,Canberra Outlet Centre is a type of which manufacturer-branded store that sells stock directly to customers?,"Canberra Outlet Centre (formerly known as ""DFO Canberra and Homemaker Hub"" and ""Direct Factory Outlets Canberra"") is an outlet type discount shopping centre located in Fyshwick, Australian Capital Territory, an eastern industrial suburb of Australia's capital Canberra.An outlet store or factory outlet is a brick and mortar or online store in which manufacturers sell their stock directly to the public, cutting out the middle-men. In modern usage, outlet stores are typically manufacturer-branded stores such as Gap or Bon Worth grouped together in outlet malls.",0,0.0,FN,
